the_geom,PHYSICALID,L_LOW_HN,L_HIGH_HN,R_LOW_HN,R_HIGH_HN,L_ZIP,R_ZIP,STATUS,BIKE_LANE,TRAFDIR,RW_TYPE,PRE_TYPE,POST_TYPE,OBJECTID,FCC,Left side Block Face ID,Right Side Block Face ID,Average Travel Time,Roadway Jurisdiction,NOMINALDIR,ACCESSIBLE,NONPED,Borough Code,Borough Indicator,Segloc Status,San District Inc,Left Side Subset,Right Side Subset,Continuous Parity Flag,Twisted Parity Flag,Posted Speed,Segment Length,Street Width,Street Width IRR,Special Disaster,Fire Lane,CREATED_DATE,MODIFIED_DATE,WITHIN_BNDY_DIST,TRUCK ROUTE TYPE,Collection Method,FROM_LEVEL_CODE,TO_LEVEL_CODE,B5SC,Snow Priority,JOINID,BPHYS_ID,Cartography Display Level,Number Travel Lanes,Number Park Lanes,Number Total Lane,Pre-Modifier,Pre-Directional,Post Directional,Post Modifier,Full Street Name,BIKE TRAFFIC DIRECTION,SHAPE__Length,GlobalID,SEGMENT_TYPE,SEGMENT_TYPE_VALUE,STREET NAME,Street Name Label,nearest_station,normalized_street_name,in_dot_dataset
"MULTILINESTRING ((-73.753177501212 40.592887510656, -73.754174515371 40.592476977685, -73.755634796212 40.592416515382))",75772,19-001,20-099,19-000,20-098,11691.0,11691.0,2,1.0,NV,5,,,68890,,,,,,,,D,4,,,,2D,2D,,N,,313.19412477,,,,,11/29/2007 12:00:00 AM +0000,06/23/2021 12:18:13 PM +0000,,,,13,13,436290,,,,,,,,,,,,BOARDWALK,TW,289.0534814769902,2b7eb0b5-a37e-451a-979e-42142d3a8518,,,BOARDWALK,BOARDWALK,3,4-boardwalk,False
"MULTILINESTRING ((-73.939262178789 40.786480792712, -73.939306815542 40.786504429247, -73.939280245132 40.786534850405, -73.939067573409 40.786764510956, -73.939111660826 40.786784751372, -73.939314559757 40.786557615226, -73.939367321142 40.786498551138, -73.939284635469 40.786456473007))",194113,,,,,10029.0,10029.0,2,1.0,NV,3,,,120070,,,,,,,,,1,,,,1B,1B,,N,,53.7192362,,,,,11/29/2007 12:00:00 AM +0000,01/03/2022 12:35:42 PM +0000,,,,13,17,197510,V,,,,,,,,E,,,E  103 STREET FOOTBRIDGE,TW,120.29352202027796,e43340e3-c693-4ade-a468-08558b9dd53a,,,103 STREET FOOTBRIDGE,E 103 STREET FOOTBRIDGE,4,1-east 103 street footbridge,False
"MULTILINESTRING ((-73.972436306948 40.633735540919, -73.972312576982 40.633050139119))",124032,,,,,11218.0,11218.0,2,1.0,NV,6,,,100476,,,,,,,,D,3,,,,5C,5C,,N,,333.38629174,,,,,03/30/2011 04:18:06 PM +0000,04/19/2018 03:17:22 PM +0000,,,,13,13,300297,,,,,,,,,,,,OCEAN PARKWAY BIKE PATH,TW,101.47853616415068,1dde9b9b-e386-4dfd-b7dd-04f43f28e920,,,OCEAN PARKWAY BIKE PATH,OCEAN PARKWAY BIKE PATH,2,3-ocean parkway bike path,False
"MULTILINESTRING ((-73.886283556595 40.882674656088, -73.886481637778 40.882522631628))",128410,,,,,10467.0,10467.0,2,,NV,6,,,101274,,,,,,,,D,2,,,,,,,N,,,,,,,04/27/2011 11:50:25 AM +0000,05/02/2022 04:20:19 PM +0000,,,,13,13,200562,,,,,,,,,,,,PEDESTRIAN AND BIKE PATH LINK,,31.420500422301444,f30fd1fb-3e13-41c0-9e20-d39ce6bab582,,,PEDESTRIAN AND BIKE PATH LINK,PEDESTRIAN AND BIKE PATH LINK,5,2-pedestrian and bike path link,False
"MULTILINESTRING ((-74.010466512584 40.733833476828, -74.010772540641 40.733794193116, -74.010781816063 40.733615373767), (-74.010781816063 40.733615373767, -74.010766345999 40.733607842664, -74.010751812281 40.733599300192, -74.010738328838 40.733589813316, -74.010726001369 40.733579456403, -74.010714926509 40.733568310643, -74.010705191077 40.733556463408, -74.010696871388 40.733544007567, -74.010690032661 40.733531040765, -74.010684728505 40.733517664648, -74.010681000502 40.733503984072, -74.010678877873 40.733490106281, -74.01067837726 40.733476140064, -74.010679502586 40.733462194903, -74.01068224503 40.733448380115, -74.010686583093 40.733434803997, -74.010692482769 40.733421572971, -74.010699897811 40.733408790759, -74.01070877009 40.733396557561, -74.010719030057 40.733384969274, -74.010730597282 40.733374116741, -74.01074338109 40.733364085035, -74.010757281266 40.733354952797, -74.010772188846 40.733346791615, -74.010787986968 40.733339665466, -74.010804551789 40.733333630213, -74.010821753457 40.733328733166, -74.010839457126 40.733325012716), (-74.010839457126 40.733325012716, -74.010841293186 40.733205914412, -74.010925502849 40.73315524492))",185679,,,,,10014.0,10014.0,2,,NV,6,,,116267,,,,,,,,,1,,,,,,,N,,369.81818186,,,,,02/28/2017 12:32:41 PM +0000,05/02/2022 04:20:19 PM +0000,,,,13,13,100771,,,,,,,,,,,,PEDESTRIAN AND BIKE PATH LINK,,145.65008339781448,367ac7a6-5625-49eb-b91f-4ac0603a192b,,,PEDESTRIAN AND BIKE PATH LINK,PEDESTRIAN AND BIKE PATH LINK,1,1-pedestrian and bike path link,False
"MULTILINESTRING ((-73.969665227505 40.672650600357, -73.969557151778 40.672769184548, -73.969256316226 40.672865847537))",134891,,,,,11238.0,11238.0,2,1.0,NV,6,,,102823,,,,,,,,D,3,,,,,,,N,,140.25817402,,,,,07/02/2011 10:57:57 AM +0000,04/19/2018 03:18:04 PM +0000,,,,13,13,300085,,,,,,,,,,,,GRAND ARMY PLAZA GREENWAY,TW,57.52858211978158,2db1cbd5-b893-4484-a25e-59e00a2090bc,,,GRAND ARMY PLAZA GREENWAY,GRAND ARMY PLAZA GREENWAY,1,3-grand army plaza greenway,False
"MULTILINESTRING ((-73.747849832423 40.743304332248, -73.747847305166 40.74329280544, -73.747846161993 40.743281151831, -73.747846412317 40.743269467357, -73.747848054075 40.74325784821, -73.747851073752 40.743246390043, -73.747855446489 40.743235187185, -73.747861136287 40.743224331864), (-73.747861136287 40.743224331864, -73.747868096453 40.743213913601, -73.747876269514 40.743204018014, -73.747885588186 40.743194726567, -73.747895975756 40.743186115749, -73.74790734671 40.743178256448, -73.747919607439 40.743171213364, -73.747932657009 40.743165044477))",187066,,,,,11364.0,11364.0,2,1.0,NV,6,,,116721,,,,,,,,D,4,,,,,,,N,,59.62692853,,,,,09/13/2019 03:29:13 PM +0000,05/02/2022 04:08:05 PM +0000,,,,13,13,400072,,,,,,,,,,,,ALLEY PARK POND GREENWAY,TW,24.014994781234872,9c3495ed-477b-45bb-bee8-557b198cf943,,,ALLEY PARK POND GREENWAY,ALLEY PARK POND GREENWAY,3,4-alley park pond greenway,False
"MULTILINESTRING ((-73.886082342898 40.823531522484, -73.886151232805 40.823531460519, -73.886256645146 40.823514410047, -73.886333837522 40.823493042706, -73.886392225899 40.823463080212, -73.886431810942 40.823424521253, -73.886477072728 40.823367384557, -73.886522356377 40.823297381155, -73.886583874656 40.82320351126))",200143,,,,,10459.0,10459.0,2,,TF,9,,,131713,,,,,,,,,2,,,,,,,N,,197.82457421,,,,,05/31/2023 03:08:35 PM +0000,10/10/2024 10:09:48 AM +0000,,,,17,17,201156,C,,,,,,,,,,,SHERIDAN BLVD NB EXIT RAMP,,80.53318451450086,4257a9a3-4c35-476f-befb-35ce458502b8,,,SHERIDAN BLVD NB EXIT RAMP,SHERIDAN BLVD NB EXIT RAMP,5,2-sheridan boulevard nb exit ramp,False
"MULTILINESTRING ((-74.01016238256 40.737575734288, -74.010178611614 40.737907996732, -74.010222585772 40.73830354466, -74.010245731866 40.738516262113))",132014,,,,,10014.0,10014.0,2,1.0,NV,6,,,102200,,,,,,,,D,1,,,,,,,N,,,,,,,05/12/2011 07:49:25 PM +0000,04/19/2018 03:17:01 PM +0000,,,,13,13,100244,,,,,,,,,,,,HUDSON RIVER GREENWAY,TW,138.5251762068771,279fb961-3d25-4511-9217-93af7f80e199,,,HUDSON RIVER GREENWAY,HUDSON RIVER GREENWAY,1,1-hudson river greenway,False
"MULTILINESTRING ((-74.00205915704 40.760730469083, -74.002184279605 40.760784316963, -74.002287303174 40.760823198555))",176924,,,,,10018.0,10018.0,2,1.0,NV,6,,,113048,,,,,,,,,1,,,,,,,N,,31.86258238,,,,,11/29/2007 12:00:00 AM +0000,05/02/2022 04:08:05 PM +0000,,,,13,13,100771,,,,,,,,,,,,PEDESTRIAN AND BIKE PATH LINK,TW,28.83314150490655,5c4420eb-3abe-4c47-9f81-d3b2de84beee,,,PEDESTRIAN AND BIKE PATH LINK,PEDESTRIAN AND BIKE PATH LINK,1,1-pedestrian and bike path link,False
"MULTILINESTRING ((-74.017344678757 40.714946657001, -74.017269136835 40.71540580812, -74.017234043696 40.715592966602, -74.016956637958 40.717074666644, -74.016659801279 40.718655400537, -74.014972656226 40.718434520503, -74.01486572241 40.718484276609, -74.01322824819 40.718277250214, -74.012956667354 40.718197035898))",177683,,,,,10282.0,10282.0,2,1.0,NV,6,,,113410,,,,,,,,D,1,,,,,,,N,,525.85969749,,,,,05/18/2011 03:27:56 PM +0000,04/19/2018 03:17:22 PM +0000,,,,13,13,100102,,,,,,,,,,,,BATTERY PARK CITY GREENWAY,TW,971.8331093471493,56b339af-756c-4024-ab48-27d5b2af1e63,,,BATTERY PARK CITY GREENWAY,BATTERY PARK CITY GREENWAY,1,1-battery park city greenway,False
"MULTILINESTRING ((-74.085750373106 40.57411414649, -74.085055542446 40.573641326261), (-74.085055542446 40.573641326261, -74.085042080277 40.573625407024, -74.08503052385 40.573608639653, -74.085020964352 40.57359115645, -74.085013477212 40.573573095367, -74.085008121507 40.573554598912, -74.085004939496 40.573535813032, -74.085003956287 40.573516885957, -74.085005179637 40.57349796703, -74.085008599894 40.573479205531, -74.085014190071 40.573460749497, -74.085021906058 40.573442744557, -74.085031686972 40.573425332777, -74.085043455637 40.573408651547, -74.085057119192 40.573392832489, -74.085072569826 40.573378000425, -74.085089685626 40.573364272387, -74.085108331539 40.573351756698), (-74.085108331539 40.573351756698, -74.084776939272 40.573059084827))",123818,,,,,10305.0,10305.0,2,,NV,6,,,100430,,1722612118.0,1722611770.0,,,,,D,5,,,,,,,N,,,30.0,,,,03/28/2011 06:06:33 PM +0000,05/02/2022 04:20:19 PM +0000,,,,13,13,500254,,,,,2.0,0.0,2.0,,,,,PEDESTRIAN AND BIKE PATH LINK,,207.582463858798,844f2713-bf3c-46c7-854e-38f4741a10e6,,,PEDESTRIAN AND BIKE PATH LINK,PEDESTRIAN AND BIKE PATH LINK,6,5-pedestrian and bike path link,False
"MULTILINESTRING ((-73.889576007477 40.686946743265, -73.889167475799 40.687037618772, -73.889121621115 40.687048697935))",126613,,,,,11385.0,11385.0,2,1.0,NV,7,,,100939,,2022614327.0,2022614326.0,,,,,D,4,,,,,,,N,,,10.0,,,,10/12/2017 11:38:17 AM +0000,04/14/2024 10:14:14 AM +0000,,,,13,13,400088,V,,,,1.0,0.0,1.0,,,,,HIGHLAND PARK GREENWAY,TW,52.751345565847046,643ee398-37dc-4a47-b712-f7c810a9ef93,,,HIGHLAND PARK GREENWAY,HIGHLAND PARK GREENWAY,4,4-highland park greenway,False
"MULTILINESTRING ((-74.065132362678 40.616628537307, -74.065007282439 40.616389033019))",169542,,,,,10305.0,10305.0,2,,TW,8,,,109991,,,,,3.0,,,,5,,,,,,,N,,283.74993764,,,,,12/04/2015 09:02:27 AM +0000,01/12/2016 12:00:00 AM +0000,,,,13,13,500026,,,,,,,,,,,,DRIVEWAY,,37.7825012342902,4578d726-078d-4463-8aac-986043a957c0,,,DRIVEWAY,DRIVEWAY,6,5-driveway,False
"MULTILINESTRING ((-73.869066961782 40.856739470356, -73.86887409979 40.85696083461, -73.86868150039 40.857215616748))",174873,,,,,10462.0,10462.0,2,1.0,NV,6,,,112124,,,,,,,,,2,,,,,,,N,,96.70058505,,,,,07/19/2016 11:40:41 AM +0000,04/19/2018 03:16:40 PM +0000,,,,13,13,200106,,,,,,,,,,,,BRONX RIVER GREENWAY,TW,82.2138175359487,67a43067-037b-47e8-aa98-f7d29cc32c4e,,,BRONX RIVER GREENWAY,BRONX RIVER GREENWAY,5,2-bronx river greenway,False
"MULTILINESTRING ((-73.930065655683 40.802629488834, -73.930046829734 40.802672349742, -73.93002516686 40.80271442978, -73.93000072284 40.8027556206), (-73.93000072284 40.8027556206, -73.929973560646 40.802795816312, -73.929943750165 40.802834913252, -73.929911368152 40.802872810752))",174326,,,,,10035.0,10035.0,2,,FT,3,,,111999,,1322600950.0,1322605879.0,,,,,V,1,,,,3B,3B,,N,,,28.0,,,,11/29/2007 12:00:00 AM +0000,11/04/2022 08:50:44 AM +0000,,,,17,17,110475,C,,,,2.0,0.0,2.0,,,,,HARLEM RIVER DRIVE EXIT 18 NB,,39.84024498024032,ce32723b-6eae-4b04-ac68-e36a47555f15,,,HARLEM RIVER DRIVE EXIT 18 NB,HARLEM RIVER DRIVE EXIT 18 NB,4,1-harlem river drive exit 18 nb,False
"MULTILINESTRING ((-73.82248287978 40.711765706435, -73.822641553895 40.711760513737, -73.822759912529 40.711744073626))",181421,,,,,11435.0,11435.0,2,,FT,9,,,131528,,,,,,,,V,4,,,,3E,3E,,N,,24.3547137,,,,,07/05/2017 12:45:22 PM +0000,10/04/2023 11:35:23 AM +0000,,3.0,,13,13,410810,V,,,,,,,,,,,VAN WYCK EXPRESSWAY NB EXIT 9,,31.07498592199019,995bdbac-49b0-4b94-8c62-8f886e380208,,,VAN WYCK EXPRESSWAY NB EXIT 9,VAN WYCK EXPRESSWAY NB EXIT 9,3,4-van wyck expressway nb exit 9,False
"MULTILINESTRING ((-73.976728555644 40.5735056456, -73.978123991369 40.573353265302))",109414,780,810,801,825,11235.0,11235.0,2,1.0,NV,5,,,98887,,,,,,,,D,3,,,,2B,2B,,N,,349.01475472,,,,,11/29/2007 12:00:00 AM +0000,04/19/2018 02:58:59 PM +0000,,,,13,13,320030,,,,,,,,,,W,,BOARDWALK  W,TW,156.9362613635197,90692d23-47ca-4434-8ce2-80772f254c87,,,BOARDWALK,BOARDWALK W,2,3-boardwalk west,False
"MULTILINESTRING ((-73.833831426073 40.875171311808, -73.833901316825 40.875169313859, -73.833979626866 40.875167579935))",177000,,,,,10475.0,10475.0,2,,NV,6,,,113073,,,,,,,,,2,,,,,,,N,,19.5042546,,,,,10/18/2016 03:05:08 PM +0000,05/02/2022 04:20:19 PM +0000,,,,13,13,200562,,,,,,,,,,,,PEDESTRIAN AND BIKE PATH LINK,,16.50693176090938,993d2f5b-980b-4662-aa15-53c4db06514e,,,PEDESTRIAN AND BIKE PATH LINK,PEDESTRIAN AND BIKE PATH LINK,5,2-pedestrian and bike path link,False
"MULTILINESTRING ((-73.981667864213 40.731006791195, -73.981502262447 40.731064422676))",187741,,,,,10009.0,10009.0,2,,TF,1,,,116977,,,,,,,,,1,,,,,,,N,,50.47166353,,,,,01/03/2020 11:47:32 AM +0000,10/14/2021 10:57:12 AM +0000,,,,13,13,110025,H,,,,,,,,,,,CONNECTOR,,20.28581900905809,1035105e-891a-408c-b1cb-5661f4890a00,,,CONNECTOR,CONNECTOR,1,1-connector,False
"MULTILINESTRING ((-73.818027462239 40.728188204139, -73.819327277914 40.727783472252, -73.819525892171 40.727726852845, -73.819629115835 40.727694650543))",106893,,,,,11367.0,11367.0,2,,TW,10,,,96488,,,,,,,,,4,,H,,3D,3D,,N,,478.98110912,,,,,11/29/2007 12:00:00 AM +0000,11/07/2015 12:00:00 AM +0000,,,,13,13,413170,,,,,,,,,,,,ALLEY,,192.4815680281842,0a2e2778-492f-4f3c-96a4-46c0f2dd8f44,,,ALLEY,ALLEY,4,4-alley,False
"MULTILINESTRING ((-74.107778259527 40.615222538539, -74.107941594906 40.615184806332, -74.108166376492 40.615145863656, -74.108224627611 40.615134012269, -74.108248029194 40.61512925335, -74.108259961058 40.615126819475, -74.108270908836 40.615122981795, -74.108345656898 40.615096724397, -74.108542662552 40.61501080873, -74.108694147773 40.614953878934, -74.108929228226 40.614890232416, -74.109263825441 40.614837297659, -74.10937703369 40.614823619301, -74.109609985856 40.614810438525, -74.109659891038 40.614811399451, -74.109736142988 40.614816153695, -74.109773780545 40.614823447992, -74.109824597982 40.614833305443, -74.10983779015 40.614835859215, -74.109964475858 40.614896964598, -74.110133836011 40.614995742431, -74.110268573602 40.615088043221, -74.110390608662 40.615195330972, -74.110429964741 40.615233961889, -74.110477310536 40.615280419275, -74.110485276232 40.615288237068, -74.110491743226 40.615296957104, -74.110504463026 40.61531409047, -74.110548853064 40.615373896366, -74.110611670896 40.615494019596, -74.110693198106 40.615700791233, -74.110727763097 40.615836115207, -74.110740457062 40.615979898511, -74.110747479818 40.616038776358, -74.110754717348 40.616077366231, -74.110765080608 40.616105875718, -74.11077206127 40.616125058939, -74.110775646385 40.616134934002, -74.11079842381 40.616173634542, -74.1108445363 40.616288524047, -74.11086093979 40.616345979229, -74.11087773423 40.616467911598, -74.110885096048 40.616553057993, -74.110887928383 40.616657380443, -74.1108804809 40.616705826802, -74.110870579431 40.61674947582, -74.110861810525 40.616784874615, -74.110859979397 40.616792269772, -74.110836138587 40.616832104861, -74.110778056138 40.616903283955, -74.110701508984 40.61701377976, -74.110622195786 40.617145566254, -74.110544556377 40.617289409484, -74.110430960244 40.617564024501, -74.110427851969 40.617571168411, -74.110402959099 40.617618055713))",66607,,,,,,,2,1.0,NV,6,,,60562,,,,,,,,D,5,,,,,,,N,,1738.76352053,,,,,11/29/2007 12:00:00 AM +0000,05/02/2022 04:20:19 PM +0000,,,,13,13,510025,,,,,,,,,,,,CLOVE LAKES PARK PATH,TW,698.6937209494981,5164db31-efa5-4832-b21b-7d84c034e1f1,,,CLOVE LAKES PARK PATH,CLOVE LAKES PARK PATH,6,5-clove lakes park path,False
"MULTILINESTRING ((-73.927511115013 40.875833776729, -73.927418257274 40.875966811853, -73.927325283766 40.876093559195), (-73.927325283766 40.876093559195, -73.927314207054 40.876105507207, -73.927301794211 40.876116672901, -73.927288140646 40.876126970452, -73.927273351306 40.876136320711, -73.927257539865 40.87614465181, -73.927240827854 40.876151899714, -73.927223343729 40.876158008713, -73.927205221876 40.876162931852, -73.927186601587 40.876166631291, -73.927167625983 40.876169078594, -73.927148440916 40.876170254951, -73.927129193848 40.87617015132, -73.927110032719 40.876168768498, -73.927091104807 40.876166117114, -73.927072555598 40.876162217546, -73.927054527666 40.876157099768, -73.92703715958 40.876150803116, -73.927020584838 40.876143375989, -73.927004930836 40.876134875472, -73.926990317897 40.876125366904), (-73.926990317897 40.876125366904, -73.926622017763 40.875918552798), (-73.926622017763 40.875918552798, -73.926582984731 40.875906332119, -73.926542747837 40.875896618007, -73.926501585908 40.875889477776, -73.926459784184 40.875884960908, -73.926417632337 40.875883098704, -73.926375422464 40.875883904067, -73.926333447067 40.875887371417, -73.92629199702 40.875893476727, -73.926251359559 40.875902177687, -73.926211816288 40.875913414001), (-73.926211816288 40.875913414001, -73.925988906427 40.875956623142, -73.925754483045 40.876050261529, -73.925109367585 40.876339999822, -73.924863293537 40.876248242289))",130330,,,,,10034.0,10034.0,2,1.0,NV,6,,,101745,,,,,,,,D,1,,,,,,,N,,,,,,,05/10/2011 05:01:46 PM +0000,04/19/2018 03:18:04 PM +0000,,,,13,13,100735,,,,,,,,,,,,INWOOD HILL PARK GREENWAY,TW,353.6559147061955,eb0983ee-1250-4f3f-be58-db1af3baee88,,,INWOOD HILL PARK GREENWAY,INWOOD HILL PARK GREENWAY,5,1-inwood hill park greenway,False
"MULTILINESTRING ((-74.074695832756 40.637813402842, -74.07468853284 40.637734771011))",201349,,,,,10301.0,10301.0,2,,NV,6,,,132522,,,,,,,,,5,,,,,,,N,,,,,,,03/18/2011 02:27:30 PM +0000,10/13/2023 01:59:52 PM +0000,,,,13,13,570265,,,,,,,,,,,,VICTORY BLVD FOOTBRIDGE,,11.563604056350044,c02ba26d-87b2-48d4-aa8d-c8df71e5b245,,,VICTORY BLVD FOOTBRIDGE,VICTORY BLVD FOOTBRIDGE,6,5-victory boulevard footbridge,False
"MULTILINESTRING ((-74.069294677915 40.586313191129, -74.069242270751 40.586283732517, -74.069050102066 40.586465000097, -74.068973528128 40.586414730634))",123993,,,,,10305.0,10305.0,2,,NV,6,,,100458,,,,,3.0,,,D,5,,,,,,,N,,350.66344087,,,,,03/30/2011 03:41:54 PM +0000,05/02/2022 04:20:19 PM +0000,,,,13,13,500254,,,,,,,,,,,,PEDESTRIAN AND BIKE PATH LINK,,52.63788159685094,84c55ba7-9def-4a72-b02e-8c868cac7ad1,,,PEDESTRIAN AND BIKE PATH LINK,PEDESTRIAN AND BIKE PATH LINK,6,5-pedestrian and bike path link,False
"MULTILINESTRING ((-73.920418299773 40.779483890721, -73.920592018109 40.779383766751, -73.920760236633 40.779278355237, -73.920922677046 40.779167830547), (-73.920922677046 40.779167830547, -73.921060157878 40.778987254126, -73.921217024344 40.778816050553, -73.92139217724 40.778655419569), (-73.92139217724 40.778655419569, -73.921969033274 40.7785319173, -73.922139685664 40.778406232135, -73.92223548714 40.777962182857), (-73.92223548714 40.777962182857, -73.922426833466 40.777813892901, -73.92263663156 40.777680804199, -73.922862801135 40.777564236507))",186175,,,,,11105.0,11105.0,2,,NV,6,,,116403,,,,,,,,,4,,,,,,,N,,1701.48929167,,,,,05/17/2019 12:25:12 PM +0000,05/17/2019 03:10:19 PM +0000,,,,13,13,400630,,,,,,,,,,,,ASTORIA PARK PATH,,415.5939610634856,8951f6e6-2d39-40cd-9754-26445c8e5381,,,ASTORIA PARK PATH,ASTORIA PARK PATH,4,4-astoria park path,False
"MULTILINESTRING ((-73.950351832007 40.763172620795, -73.950298474523 40.763233629967, -73.950167972162 40.763378715136, -73.950041762246 40.763523670674, -73.949924374756 40.763633396879))",132295,,,,,10044.0,10044.0,2,1.0,NV,6,,,102272,,,,,,,,D,1,,,,,,,N,,,,,,,05/24/2011 04:35:14 PM +0000,07/13/2021 02:42:06 PM +0000,,,,13,13,100243,,,,,,,,,,,,ROOSEVELT ISLAND GREENWAY,TW,82.83435336879504,636b9ac7-113d-4a84-843d-2bc6f55f568c,,,ROOSEVELT ISLAND GREENWAY,ROOSEVELT ISLAND GREENWAY,4,1-roosevelt island greenway,False
"MULTILINESTRING ((-73.893247720149 40.685648333845, -73.893219465648 40.685716181648, -73.89318871509 40.685783397482, -73.893155492816 40.685849928148), (-73.893155492816 40.685849928148, -73.893067956803 40.686009848946, -73.892969175044 40.686165926954, -73.892859437332 40.686317704325))",183750,,,,,11385.0,11385.0,2,1.0,NV,6,,,115714,,2022600713.0,2022607689.0,,,,,D,4,,,,,,,N,,,8.0,,,,04/18/2011 12:58:21 PM +0000,04/20/2018 04:23:03 PM +0000,,,,13,13,400088,,,,,1.0,0.0,1.0,,,,,HIGHLAND PARK GREENWAY,TW,107.57688160913013,51c8b502-9491-4405-a72c-e8fe8f6ea4d5,,,HIGHLAND PARK GREENWAY,HIGHLAND PARK GREENWAY,4,4-highland park greenway,False
"MULTILINESTRING ((-73.962120755954 40.629049131525, -73.962098093883 40.628931660145))",98091,,,,,11230.0,11230.0,2,,NV,3,,,88679,,,,,,,,,3,,X,,4E,4E,,N,,43.25776098,,,,,11/29/2007 12:00:00 AM +0000,05/02/2022 04:20:19 PM +0000,,,,13,13,370165,V,,,,,,,,E,,,E  15 ST FOOTBRIDGE,,17.414074695865548,7e90ba18-1ef6-4735-86e9-5c45d8c63579,,,15 ST FOOTBRIDGE,E 15 ST FOOTBRIDGE,2,3-east 15 street footbridge,False
"MULTILINESTRING ((-74.076014398379 40.579714554926, -74.07586498708 40.579644882989))",133803,,,,,10305.0,10305.0,2,,NV,6,,,102695,,,,,,,,D,5,,,,,,,N,,,,,,,06/13/2011 04:28:34 PM +0000,05/02/2022 04:20:19 PM +0000,,,,13,13,500254,,,,,,,,,,,,PEDESTRIAN AND BIKE PATH LINK,,19.51707485813455,83237e31-8855-4c65-8aa7-1d2a362847ae,,,PEDESTRIAN AND BIKE PATH LINK,PEDESTRIAN AND BIKE PATH LINK,6,5-pedestrian and bike path link,False
"MULTILINESTRING ((-73.947920976613 40.76239556637, -73.947176957657 40.763274150034))",132304,,,,,10044.0,10044.0,2,1.0,NV,6,,,102276,,,,,,,,D,1,,,,,,,N,,,,,,,05/24/2011 06:09:12 PM +0000,04/19/2018 03:17:43 PM +0000,,,,13,13,100243,,,,,,,,,,,,ROOSEVELT ISLAND GREENWAY,TW,153.40684509847256,2f7d148a-de10-4b4a-b35f-f41ad84edb10,,,ROOSEVELT ISLAND GREENWAY,ROOSEVELT ISLAND GREENWAY,4,1-roosevelt island greenway,False
"MULTILINESTRING ((-74.165625762307 40.593627381835, -74.165754897276 40.593427653838))",175261,,,,,10314.0,10314.0,2,,TW,8,,,112263,,,,,3.0,,,,5,,H,,,,,N,,518.13030337,,,,,12/02/2015 08:56:09 AM +0000,01/12/2023 03:27:27 PM +0000,,,,13,13,500026,,,,,,,,,,,,DRIVEWAY,,32.618493164598014,286c1faa-7b6d-4577-8ec8-041e7f851601,,,DRIVEWAY,DRIVEWAY,6,5-driveway,False
"MULTILINESTRING ((-73.990322560291 40.707114492983, -73.98992072626 40.706386913648))",178631,,,,,,,2,1.0,NV,3,,,113822,,0.0,0.0,,,,,D,1,,,,,,,N,,,0.0,,,,05/06/2011 11:39:13 AM +0000,04/23/2018 11:40:35 AM +0000,,,,19,19,197950,V,,,,0.0,0.0,0.0,,,,,MANHATTAN BRIDGE BIKE PATH,TW,115.82983509572465,445fb9a2-69f3-4982-8443-140d043a431d,,,MANHATTAN BRIDGE BIKE PATH,MANHATTAN BRIDGE BIKE PATH,1,1-manhattan bridge bike path,False
"MULTILINESTRING ((-73.923609810846 40.799995497661, -73.923596124412 40.800048078018))",176175,,,,,10035.0,10035.0,2,,NV,6,,,112712,,,,,,,,D,1,,,,,,,N,,19.52803037,,,,,09/21/2016 04:09:22 PM +0000,05/02/2022 04:20:19 PM +0000,,,,13,13,100236,,,,,,,,,,,,RANDALLS ISLAND GREENWAY,,7.880852231242804,6547837d-282e-4716-9140-ba6f8a1956a3,,,RANDALLS ISLAND GREENWAY,RANDALLS ISLAND GREENWAY,4,1-randalls island greenway,False
"MULTILINESTRING ((-73.944532708254 40.773101741448, -73.944492367394 40.773087266573, -73.944465567632 40.773075630231))",131452,,,,,10028.0,10028.0,2,,NV,6,,,101960,,,,,,,,D,1,,X,,,,,N,,,,,,,05/16/2011 03:29:11 PM +0000,05/02/2022 04:20:19 PM +0000,,,,13,13,100771,,,,,,,,,,,,PEDESTRIAN AND BIKE PATH LINK,,8.408191796220034,38c5dd62-c2f9-43cc-af47-07affc9fe5a9,,,PEDESTRIAN AND BIKE PATH LINK,PEDESTRIAN AND BIKE PATH LINK,4,1-pedestrian and bike path link,False
"MULTILINESTRING ((-73.91843079926 40.781247708414, -73.9184871759 40.781226409272, -73.918542020322 40.781202911978, -73.918595184324 40.781177280024), (-73.918595184324 40.781177280024, -73.918646524189 40.781149582429, -73.918695901219 40.781119894276, -73.918743181988 40.781088295785))",186101,,,,,11105.0,11105.0,2,,NV,6,,,116365,,,,,,,,,4,,,,,,,N,,104.62342412,,,,,05/16/2019 04:09:54 PM +0000,05/17/2019 02:55:43 PM +0000,,,,13,13,400630,,,,,,,,,,,,ASTORIA PARK PATH,,42.10050537368912,d4cf63ae-4985-4611-a3cc-f084ed550e4a,,,ASTORIA PARK PATH,ASTORIA PARK PATH,4,4-astoria park path,False
