the_geom,PHYSICALID,L_LOW_HN,L_HIGH_HN,R_LOW_HN,R_HIGH_HN,L_ZIP,R_ZIP,STATUS,BIKE_LANE,TRAFDIR,RW_TYPE,PRE_TYPE,POST_TYPE,OBJECTID,FCC,Left side Block Face ID,Right Side Block Face ID,Average Travel Time,Roadway Jurisdiction,NOMINALDIR,ACCESSIBLE,NONPED,Borough Code,Borough Indicator,Segloc Status,San District Inc,Left Side Subset,Right Side Subset,Continuous Parity Flag,Twisted Parity Flag,Posted Speed,Segment Length,Street Width,Street Width IRR,Special Disaster,Fire Lane,CREATED_DATE,MODIFIED_DATE,WITHIN_BNDY_DIST,TRUCK ROUTE TYPE,Collection Method,FROM_LEVEL_CODE,TO_LEVEL_CODE,B5SC,Snow Priority,JOINID,BPHYS_ID,Cartography Display Level,Number Travel Lanes,Number Park Lanes,Number Total Lane,Pre-Modifier,Pre-Directional,Post Directional,Post Modifier,Full Street Name,BIKE TRAFFIC DIRECTION,SHAPE__Length,GlobalID,SEGMENT_TYPE,SEGMENT_TYPE_VALUE,STREET NAME,Street Name Label,nearest_station,normalized_street_name,in_dot_dataset
"MULTILINESTRING ((-73.904348534246 40.593671774745, -73.904189725604 40.593641114241, -73.904120633101 40.59361901377, -73.903989151825 40.593518745552, -73.903942359003 40.593459268867), (-73.903942359003 40.593459268867, -73.903847525838 40.59332351594, -73.903739012596 40.593193853422, -73.903617488322 40.593071080794, -73.903483702279 40.592955955056, -73.903338479334 40.592849186064), (-73.903338479334 40.592849186064, -73.903192762765 40.592754325662, -73.903058141687 40.592650373281, -73.902935588965 40.592538080112, -73.902825990248 40.592418257623, -73.902730137572 40.592291771696), (-73.902730137572 40.592291771696, -73.902634287219 40.592181977772, -73.902525983317 40.592079132061, -73.902406087665 40.591984052963, -73.902275554298 40.591897497077), (-73.902275554298 40.591897497077, -73.902141747428 40.591798296786, -73.902021047213 40.591689764502, -73.901914567976 40.591572902171), (-73.901914567976 40.591572902171, -73.901753690253 40.591413638678, -73.901581949839 40.591261109515, -73.901399830976 40.591115744802), (-73.901399830976 40.591115744802, -73.901150261645 40.590905008392, -73.900969776121 40.590735062756, -73.900764784302 40.590531129918, -73.900611049524 40.590352693131, -73.900319335808 40.590017442723, -73.900187979359 40.589848979704, -73.900127857197 40.58977920724, -73.899403894767 40.589120484534, -73.898909367603 40.588679622284, -73.898795751775 40.58858429417, -73.898744500024 40.588550239196, -73.898704382942 40.588528097823), (-73.898704382942 40.588528097823, -73.898659729837 40.58850658399, -73.898617615063 40.588482276617, -73.898578338531 40.588455348798, -73.898542179936 40.588425992291, -73.898509396773 40.588394416145, -73.898480222496 40.588360845219, -73.898454864864 40.588325518576), (-73.898454864864 40.588325518576, -73.89840592697 40.588237049243, -73.898365856992 40.588184298817, -73.89824111069 40.588075356406, -73.897508268306 40.58741321257, -73.897281056404 40.587215752082, -73.897136189043 40.58713910071), (-73.897136189043 40.58713910071, -73.897072383291 40.587114505627, -73.897011699521 40.58708568191, -73.896954618642 40.587052857979, -73.896901593012 40.587016293953, -73.896853042852 40.586976279591, -73.896809352916 40.586933131994, -73.89677086944 40.586887193097, -73.8967378974 40.586838826952, -73.896710698096 40.586788416851), (-73.896710698096 40.586788416851, -73.896686236113 40.586740780797, -73.896648412199 40.586679528823, -73.896512576473 40.586533164029, -73.896142813085 40.586209736184, -73.894864347409 40.585036932675, -73.894285251809 40.584514348978, -73.894133791637 40.584381570692, -73.894071406119 40.584339000562, -73.893681549179 40.584102277735, -73.893386958787 40.583943475407))",134603,,,,,11234.0,11234.0,2,1.0,NV,6,,,102797,,,,,,,,D,3,,,,,,,N,,,,,,,04/08/2011 05:06:52 PM +0000,03/13/2019 10:53:20 AM +0000,,,,13,13,300082,,,,,,,,,,,,FLATBUSH AV GREENWAY,TW,1892.437790160424,636b589f-b444-4344-bc32-2f10d8e95ac4,,,FLATBUSH AV GREENWAY,FLATBUSH AV GREENWAY,2,3-flatbush avenue greenway,False
"MULTILINESTRING ((-73.865445223594 40.887518651413, -73.865467669646 40.886981240929))",174027,,,,,10467.0,10467.0,2,4.0,NV,6,,,111803,,,,,,,,D,2,,,,,,,N,,,,,,,05/06/2011 04:05:41 PM +0000,05/02/2022 04:08:05 PM +0000,,,,13,13,200562,,,,,,,,,,,,PEDESTRIAN AND BIKE PATH LINK,TW,79.17214919534464,d630af5d-69fb-4f35-b08a-f97aa520b142,,,PEDESTRIAN AND BIKE PATH LINK,PEDESTRIAN AND BIKE PATH LINK,5,2-pedestrian and bike path link,False
"MULTILINESTRING ((-73.887716259436 40.889762545108, -73.887730392766 40.889706149533))",165709,,,,,10471.0,10471.0,2,1.0,NV,6,,,108420,,,,,,,,,2,,,,,,,N,,,,,,,04/26/2011 05:04:07 PM +0000,04/19/2018 03:17:43 PM +0000,,,,13,13,200179,,,,,,,,,,,,VAN CORTLANDT PARK GREENWAY,TW,8.452178646577082,4f778e96-815a-4262-90a4-ad9edad15c6e,,,VAN CORTLANDT PARK GREENWAY,VAN CORTLANDT PARK GREENWAY,5,2-van cortlandt park greenway,False
"MULTILINESTRING ((-74.013692425808 40.715297257936, -74.013586954781 40.715714553232, -74.013562085424 40.715810769897, -74.013337353536 40.716574574178))",131931,,,,,10007.0,10007.0,2,1.0,NV,6,,,102162,,,,,,,,,1,,,,,,,N,,,,,,,05/18/2011 07:03:33 PM +0000,04/19/2018 03:17:01 PM +0000,,,,13,13,100244,,,,,,,,,,,,HUDSON RIVER GREENWAY,TW,191.73645193050487,79b3a6d9-92b2-446f-904a-3141150ac227,,,HUDSON RIVER GREENWAY,HUDSON RIVER GREENWAY,1,1-hudson river greenway,False
"MULTILINESTRING ((-73.884576884488 40.822979980408, -73.884400186841 40.823005789289, -73.884231362533 40.823030975076))",201307,,,,,10459.0,10459.0,2,,NV,1,,,132448,,,,,,,,,2,,,,,,,N,,47.61784834,,,,,10/10/2023 03:50:16 PM +0000,10/10/2024 10:09:48 AM +0000,,,,13,13,200557,V,,,,,,,,,,,BRUCKNER BOULEVARD BIKE PATH,,39.18810492161931,ae1cc214-0387-4c95-84b8-98bf74a08a60,,,BRUCKNER BOULEVARD BIKE PATH,BRUCKNER BOULEVARD BIKE PATH,5,2-bruckner boulevard bike path,False
"MULTILINESTRING ((-73.934880623048 40.811645398509, -73.934776740893 40.81160666774))",131330,,,,,10037.0,10037.0,2,4.0,NV,6,,,101917,,,,,,,,D,1,,,,,,,N,,,,,,,05/13/2011 06:32:21 PM +0000,04/07/2017 02:30:06 PM +0000,,,,13,13,100248,,,,,,,,,,,,HARLEM RIVER DRIVE GREENWAY,TW,12.891045699602122,26998638-d924-4d20-9cc5-05890b6e5ecb,,,HARLEM RIVER DRIVE GREENWAY,HARLEM RIVER DRIVE GREENWAY,4,1-harlem river drive greenway,False
"MULTILINESTRING ((-73.896682818474 40.620383247049, -73.896489849574 40.620992448579), (-73.896489849574 40.620992448579, -73.896472756586 40.621039260024, -73.896455358581 40.621086006141, -73.896437655989 40.621132685776), (-73.896437655989 40.621132685776, -73.896419649354 40.621179297638, -73.896401339014 40.621225840715, -73.896382725421 40.621272313858))",185432,,,,,11234.0,11234.0,2,1.0,NV,3,,,116145,,,,,,,,D,3,,,,,,,N,,,,,,,04/07/2011 01:10:54 PM +0000,10/04/2023 11:34:25 AM +0000,,,,13,13,300093,V,,,,,,,,,,,SHORE PARKWAY GREENWAY,TW,134.63474683308658,bf5cdb93-421c-403e-b248-02102877e014,,,SHORE PARKWAY GREENWAY,SHORE PARKWAY GREENWAY,2,3-shore parkway greenway,False
"MULTILINESTRING ((-73.929737051685 40.784228306302, -73.929692502285 40.784107443373, -73.929639673796 40.783988522862, -73.92957871167 40.783871872198), (-73.92957871167 40.783871872198, -73.929505426689 40.783713595054, -73.929417274519 40.783559760709, -73.92931471682 40.783411174843), (-73.92931471682 40.783411174843, -73.928973378683 40.782938774802, -73.928402547977 40.782162489742, -73.927660213554 40.781204211547))",176338,,,,,10035.0,10035.0,2,4.0,NV,3,,,112802,,,,,,,,D,1,,,,,,,N,,,,,,,06/02/2011 10:16:29 AM +0000,08/28/2020 08:49:50 PM +0000,,,,21,21,197720,V,,,,,,,,,,,RFK BR QUEENS PED AND BIKE PATH,TW,502.41629978768407,390e5019-d77e-43e5-8f11-98f511117c8e,,,RFK BR QUEENS PED AND BIKE PATH,RFK BR QUEENS PED AND BIKE PATH,4,1-rfk br queens ped and bike path,False
"MULTILINESTRING ((-73.997608264598 40.754816728769, -73.997015902742 40.755034989131, -73.996733987979 40.755127346622))",199981,,,,,10018.0,10018.0,2,,TF,1,,,131638,,1222604946.0,1222600155.0,,,,,V,1,,,,2A,2A,,N,25.0,,22.0,,,,11/29/2007 12:00:00 AM +0000,12/04/2023 02:43:07 PM +0000,,,,9,9,198040,V,,,,2.0,0.0,2.0,,,,,LINCOLN TUNNEL EXIT,,107.52006787747608,20e28daa-26e0-468e-9d60-9a1a51e050d1,,,LINCOLN TUNNEL EXIT,LINCOLN TUNNEL EXIT,1,1-lincoln tunnel exit,False
"MULTILINESTRING ((-73.867174196019 40.810959571834, -73.867193578197 40.810965152825, -73.867212264688 40.810971967214, -73.867230119823 40.810979965526, -73.867247013971 40.810989089692, -73.867262824478 40.810999273469, -73.867277436556 40.81101044292, -73.86729074412 40.811022516952, -73.867302650554 40.811035407906, -73.867313069415 40.811049022189, -73.867321925061 40.81106326096, -73.867329153198 40.811078020843, -73.867334701348 40.811093194677, -73.867338529231 40.811108672298), (-73.867338529231 40.811108672298, -73.867357415038 40.811133230569, -73.867378935758 40.811156503848, -73.867402940854 40.81117832934, -73.867429262411 40.811198554378, -73.86745771631 40.81121703749, -73.867488103517 40.811233649389, -73.867520211473 40.811248273875, -73.867553815585 40.811260808653), (-73.867553815585 40.811260808653, -73.867591943041 40.811294960215, -73.867626264005 40.811331368025, -73.86765654822 40.811369787822, -73.867682592513 40.811409961848, -73.867704222153 40.811451620576, -73.867721292031 40.811494484519, -73.867733687625 40.811538266105, -73.867741325774 40.811582671604), (-73.867741325774 40.811582671604, -73.867726271245 40.811669497624, -73.867721013116 40.811756982458, -73.867725589666 40.811844489203, -73.867739967578 40.811931380797, -73.867764042178 40.812017024659))",173962,,,,,10473.0,10473.0,2,1.0,NV,6,,,111760,,,,,,,,D,2,,,,,,,N,,447.68790513,,,,,06/17/2016 02:49:28 PM +0000,04/19/2018 03:18:04 PM +0000,,,,13,13,200178,,,,,,,,,,,,SOUNDVIEW PARK GREENWAY,TW,180.51542254552956,e8627507-98e0-4928-8ff9-4011e1b022d7,,,SOUNDVIEW PARK GREENWAY,SOUNDVIEW PARK GREENWAY,4,2-soundview park greenway,False
"MULTILINESTRING ((-73.939496174681 40.857271409609, -73.939516318759 40.857248863321, -73.939535875451 40.857226020842, -73.939554837204 40.857202890993), (-73.939554837204 40.857202890993, -73.939567096409 40.857183131339, -73.939581405945 40.857164182962, -73.939597673382 40.857146168256), (-73.939597673382 40.857146168256, -73.939608922225 40.857125404521, -73.939619740959 40.857104509436, -73.939630126926 40.857083488135), (-73.939630126926 40.857083488135, -73.939631228787 40.857079195436, -73.939632837426 40.85707499598, -73.939634939657 40.857070924182, -73.939637518255 40.857067013411, -73.939640552086 40.857063295714, -73.93964401629 40.85705980156, -73.939647882476 40.857056559581, -73.939652118962 40.857053596347, -73.93965669103 40.85705093614, -73.939661561211 40.857048600762))",176860,,,,,10033.0,10033.0,2,1.0,NV,6,,,113023,,,,,,,,D,1,,,,,,,N,,103.79484379,,,,,07/01/2016 09:46:25 AM +0000,09/25/2024 12:16:52 PM +0000,,,,13,13,100247,,,,,,,,,,,,FORT WASHINGTON PARK GREENWAY,TW,37.98772996097148,fdff89ad-e190-4937-b4a0-765792b80644,,,FORT WASHINGTON PARK GREENWAY,FORT WASHINGTON PARK GREENWAY,5,1-fort washington park greenway,False
"MULTILINESTRING ((-74.192377987284 40.633133846737, -74.189866168095 40.63180487389, -74.188783318498 40.631273733405, -74.187662008439 40.630752424171, -74.186504674597 40.630252705335))",191527,,,,,10314.0,10314.0,2,1.0,NV,6,,,118823,,,,,,,,,5,,,,,,,N,,1939.50725813,,,,,04/08/2021 12:46:58 PM +0000,05/02/2022 04:08:05 PM +0000,,,,13,13,500505,,,,,,,,,,,,GOETHALS BRIDGE BIKE PATH,TW,778.9976642791535,65997c87-1743-4ad5-b3fc-cbb4745c5122,,,GOETHALS BRIDGE BIKE PATH,GOETHALS BRIDGE BIKE PATH,6,5-goethals bridge bike path,False
"MULTILINESTRING ((-73.872106662293 40.871517442808, -73.872033685258 40.871516416072, -73.871975237051 40.871516522452))",129795,,,,,10467.0,10467.0,2,1.0,NV,6,,,101629,,,,,,,,D,2,,,,,,,N,,,,,,,05/06/2011 04:38:53 PM +0000,06/10/2022 11:38:10 AM +0000,,,,13,13,200106,,,,,,,,,,,,BRONX RIVER GREENWAY,TW,14.6316159304031,77be52bf-d5ea-40bb-a49f-7c47cabf4a0d,,,BRONX RIVER GREENWAY,BRONX RIVER GREENWAY,5,2-bronx river greenway,False
"MULTILINESTRING ((-73.933821254547 40.806892239526, -73.933891927941 40.806971688807))",176372,,,,,10035.0,10035.0,2,,NV,6,,,112816,,,,,,,,,1,,,,,,,N,,34.93806124,,,,,09/27/2016 10:55:22 AM +0000,05/02/2022 04:20:19 PM +0000,,,,13,13,100771,,,,,,,,,,,,PEDESTRIAN AND BIKE PATH LINK,,14.086322410991992,357c81be-dac3-45e8-b440-4fd5b10dd8aa,,,PEDESTRIAN AND BIKE PATH LINK,PEDESTRIAN AND BIKE PATH LINK,4,1-pedestrian and bike path link,False
"MULTILINESTRING ((-73.943858376405 40.782823574106, -73.943776890725 40.782741059974))",146307,,,,,10128.0,10128.0,2,,NV,6,,,104505,,,,,,,,,1,,,,1B,5B,,N,,37.58997445,,,,,06/05/2012 05:50:19 PM +0000,05/02/2022 04:20:19 PM +0000,,,,13,13,100771,,,,,,,,,,,,PEDESTRIAN AND BIKE PATH LINK,,15.147321638439276,61c986cb-c4bb-48a6-b879-8e44780010bf,,,PEDESTRIAN AND BIKE PATH LINK,PEDESTRIAN AND BIKE PATH LINK,4,1-pedestrian and bike path link,False
"MULTILINESTRING ((-73.928132823608 40.634524944523, -73.927552633498 40.634892390881))",200520,,,,,11234.0,11234.0,2,,FT,1,,,131953,,,,,,,,,3,,,,,,,N,,209.4110673,,,,,06/23/2023 01:51:40 PM +0000,09/23/2024 03:01:05 PM +0000,,,,13,13,310015,V,,,,,,,,,,,CONNECTOR,,84.12305973820678,f6b47bba-e348-4b1e-8a46-d7346e8d36ad,,,CONNECTOR,CONNECTOR,2,3-connector,False
"MULTILINESTRING ((-73.735435761242 40.670944787112, -73.735603025973 40.670895274065))",133223,,,,,11422.0,11422.0,2,,NV,6,,,102587,,,,,,,,D,4,,,,,,,N,,,,,,,06/03/2011 09:08:50 PM +0000,05/02/2022 04:20:19 PM +0000,,,,13,13,400281,,,,,,,,,,,,LAURELTON PARKWAY GREENWAY,,19.987675493435628,a7d6473a-b3bd-4d66-9b07-dae6ca178c82,,,LAURELTON PARKWAY GREENWAY,LAURELTON PARKWAY GREENWAY,3,4-laurelton parkway greenway,False
"MULTILINESTRING ((-73.871071969111 40.871146468123, -73.870787383123 40.871091007269, -73.870785621117 40.871089665279))",129733,,,,,10467.0,10467.0,2,1.0,NV,6,,,101611,,,,,,,,D,2,,,,,,,N,,,,,,,05/06/2011 01:17:31 PM +0000,04/19/2018 03:17:01 PM +0000,,,,13,13,200106,,,,,,,,,,,,BRONX RIVER GREENWAY,TW,32.99352133426539,ba0828b6-c99f-4afe-bcd1-f3490db258b7,,,BRONX RIVER GREENWAY,BRONX RIVER GREENWAY,5,2-bronx river greenway,False
"MULTILINESTRING ((-73.892742687043 40.683678423382, -73.892750960447 40.683730832767, -73.892775118314 40.683792405643), (-73.892775118314 40.683792405643, -73.892804138235 40.683867168009, -73.892824537896 40.683943563614, -73.892836163794 40.684021017602, -73.89283892845 40.684098947155, -73.89283281106 40.684176765878, -73.892817857656 40.684253888215))",183813,,,,,11385.0,11385.0,2,1.0,NV,6,,,115744,,2022600713.0,2022607689.0,,,,,D,4,,,,,,,N,,,8.0,,,,04/18/2011 12:58:21 PM +0000,04/14/2024 10:14:14 AM +0000,,,,13,13,400088,,,,,1.0,0.0,1.0,,,,,HIGHLAND PARK GREENWAY,TW,85.83640262819593,acf7f820-3f86-4602-bfcf-da39f5833080,,,HIGHLAND PARK GREENWAY,HIGHLAND PARK GREENWAY,2,4-highland park greenway,False
"MULTILINESTRING ((-73.810769398894 40.733583854372, -73.812089497554 40.733639986174, -73.812291233404 40.733604492738))",121291,,,,,11367.0,11367.0,2,,FT,8,,,100186,,82267231.0,82265193.0,,,,,,4,,,,,,,N,,,30.0,,,,02/25/2011 04:56:09 PM +0000,04/14/2016 03:58:50 PM +0000,,,,13,13,442850,,,,,1.0,2.0,3.0,,,,,DRIVEWAY,,170.23842247241808,f3b1e58f-3d06-469a-8e24-1799dce26dfd,,,DRIVEWAY,DRIVEWAY,4,4-driveway,False
"MULTILINESTRING ((-73.9366708649 40.668976489292, -73.933901519258 40.668828893401))",124747,,,,,11213.0,11213.0,2,1.0,NV,6,,,100670,,,,,,,,D,3,,,,1B,1B,,N,,75.78239348,,,,,04/04/2011 04:28:19 PM +0000,04/19/2018 03:17:01 PM +0000,,,,13,13,300296,,,,,,,,,,,,EASTERN PARKWAY BIKE PATH,TW,309.04226274545016,17d5e514-9c7b-4f27-b29a-8391620c3be0,,,EASTERN PARKWAY BIKE PATH,EASTERN PARKWAY BIKE PATH,2,3-eastern parkway bike path,False
"MULTILINESTRING ((-74.000806990581 40.694193667385, -74.000741557474 40.694284082196, -74.000638136975 40.694368477927), (-74.000638136975 40.694368477927, -74.000589706116 40.694386277341, -74.000539355514 40.694400663359, -74.000487499422 40.694411517624, -74.000434564477 40.694418750836), (-74.000434564477 40.694418750836, -74.000411364813 40.694422690441, -74.000388726086 40.694428205551, -74.000366832579 40.694435251274, -74.000345862507 40.694443770254, -74.000325986571 40.694453693147, -74.000307366562 40.694464939176, -74.000290154051 40.694477416799, -74.000274489149 40.694491024444, -74.000260499371 40.694505651342))",135690,,,,,11201.0,11201.0,2,1.0,NV,6,,,102938,,,,,,,,D,3,,,,,,,N,,,,,,,04/06/2011 03:25:01 PM +0000,04/19/2018 03:17:01 PM +0000,,,,13,13,300495,,,,,,,,,,,,BROOKLYN BRIDGE PARK GREENWAY,TW,79.8573587848187,37b6b42c-7871-44b6-a0ac-b73c3bbfeba1,,,BROOKLYN BRIDGE PARK GREENWAY,BROOKLYN BRIDGE PARK GREENWAY,1,3-brooklyn bridge park greenway,False
"MULTILINESTRING ((-73.884329097124 40.647680479653, -73.884329163424 40.64767276334, -73.88432839329 40.647665069195, -73.884326791978 40.64765744973, -73.884324370418 40.647649956945, -73.884321145135 40.647642641976, -73.884317138142 40.647635554748), (-73.884317138142 40.647635554748, -73.884312376984 40.647628743576, -73.884306893954 40.647622254983, -73.884300726472 40.647616133253, -73.884293916628 40.647610420164, -73.884286510898 40.647605154707, -73.884278559824 40.647600372818), (-73.884278559824 40.647600372818, -73.884269015844 40.647596348707, -73.884259060062 40.647592952395, -73.884248763502 40.647590208112, -73.884238199617 40.647588135434, -73.884227443769 40.647586749149, -73.884216572689 40.647586059146, -73.88420566393 40.647586070346, -73.884194795313 40.647586782671, -73.884184044374 40.647588191039, -73.884173487808 40.647590285402, -73.884163200924 40.647593050819, -73.884153257108 40.647596467563), (-73.884153257108 40.647596467563, -73.88414372743 40.647600511272, -73.884134679738 40.64760515307, -73.884126178575 40.647610359845, -73.884118284587 40.647616094452, -73.884111054086 40.647622315983, -73.884104538654 40.647628980055, -73.88409878477 40.647636039128, -73.88409383348 40.647643442844, -73.884089720106 40.647651138387, -73.88408647399 40.647659070859, -73.884084118291 40.647667183673, -73.884082669813 40.647675418952))",171342,,,,,11239.0,11239.0,2,,TW,8,,,110856,,,,,,,,,3,,H,,,,,N,,33.74532836,,,,,12/21/2015 03:48:36 PM +0000,02/05/2016 11:17:40 AM +0000,,,,13,13,300025,,,,,,,,,,,,DRIVEWAY,,42.75948154419549,5dde1e96-c19d-4fd7-ae65-f0289059ffb1,,,DRIVEWAY,DRIVEWAY,2,3-driveway,False
"MULTILINESTRING ((-73.971909957574 40.775942277764, -73.971911694992 40.775959938201, -73.971911300172 40.775977645413, -73.971908776423 40.775995250941, -73.971904144905 40.776012607177, -73.971897444449 40.776029568604, -73.971888731234 40.776045993014, -73.971878078312 40.776061742703, -73.971865574999 40.776076685622, -73.971851326125 40.77609069649, -73.971835451155 40.776103657836), (-73.971835451155 40.776103657836, -73.971786848612 40.776156062666, -73.971694340762 40.776272786993, -73.971662971856 40.776335917465), (-73.971662971856 40.776335917465, -73.971652779411 40.776358692738, -73.971645376059 40.776382082337, -73.971640824133 40.776405889327, -73.97163916196 40.776429913263, -73.971640403533 40.776453951868, -73.9716445384 40.776477802748, -73.971651531747 40.776501265084, -73.971661324691 40.776524141332), (-73.971661324691 40.776524141332, -73.97166913466 40.776584899051, -73.97167536829 40.776665908873), (-73.97167536829 40.776665908873, -73.971652905033 40.776734626486, -73.971622505438 40.776801556717, -73.971584409571 40.776866171025, -73.971538918275 40.776927959157), (-73.971538918275 40.776927959157, -73.971483413235 40.776996742956), (-73.971483413235 40.776996742956, -73.971370783863 40.777097324145, -73.971253141569 40.777194532418, -73.971130660974 40.7772882235), (-73.971130660974 40.7772882235, -73.971124285423 40.777300306511, -73.97111933687 40.777312769946, -73.971115853898 40.777325516629, -73.971113863663 40.777338447177, -73.971113381682 40.777351460772, -73.971114411714 40.77736445595, -73.971116945728 40.777377331391, -73.971120963966 40.777389986706, -73.9711264351 40.777402323225, -73.97113331647 40.777414244762, -73.971141554426 40.777425658367, -73.971151084736 40.777436475052, -73.971161833095 40.77744661048, -73.9711737157 40.777455985628, -73.971186639904 40.7774645274, -73.97120050494 40.777472169198, -73.971215202705 40.77747885144), (-73.971215202705 40.77747885144, -73.97140446092 40.777540554126), (-73.97140446092 40.777540554126, -73.971416026155 40.777542192708, -73.971427363176 40.777544581273, -73.971438387985 40.777547702122, -73.971449018896 40.777551532133, -73.971459177144 40.777556042928, -73.971468787465 40.777561201086, -73.971477778655 40.77756696839, -73.971486084096 40.777573302109, -73.971493642252 40.777580155314, -73.971500397123 40.777587477229, -73.971506298662 40.777595213605, -73.971511303144 40.777603307121, -73.971515373488 40.777611697812, -73.971518479538 40.777620323509, -73.97152059828 40.777629120304, -73.971521714016 40.777638023018, -73.97152181848 40.777646965692, -73.971520910896 40.777655882066, -73.971518997991 40.777664706079, -73.971516093937 40.777673372351, -73.97151222025 40.777681816673), (-73.97151222025 40.777681816673, -73.971501555737 40.777702042245, -73.971488565604 40.777721466046, -73.971473352949 40.77773993392, -73.971456038508 40.777757299296, -73.971436759697 40.777773424354, -73.971415669525 40.777788181116, -73.971392935376 40.777801452465, -73.971368737679 40.777813133074, -73.971343268483 40.77782313024, -73.971316729925 40.777831364619, -73.97128933263 40.77783777086, -73.971261294039 40.77784229812, -73.971232836682 40.777844910468, -73.971204186412 40.777845587172, -73.971175570615 40.777844322861, -73.971147216402 40.777841127569, -73.971119348808 40.777836026655, -73.971092189005 40.777829060602), (-73.971092189005 40.777829060602, -73.97105760669 40.777862220504, -73.971019369858 40.777892974309, -73.970977766929 40.777921090046, -73.970933111714 40.77794635564, -73.970885741046 40.777968580519, -73.970836012242 40.777987597042, -73.970784300404 40.778003261772, -73.970730995595 40.778015456551, -73.970676499892 40.778024089398), (-73.970676499892 40.778024089398, -73.970366080099 40.778309205151), (-73.970366080099 40.778309205151, -73.970358069261 40.778317474744, -73.970350999443 40.778326226123, -73.970344920506 40.778335397567, -73.970339875322 40.778344924395, -73.970335899471 40.778354739419, -73.970333020993 40.778364773417, -73.97033126019 40.778374955625), (-73.97033126019 40.778374955625, -73.97018695158 40.778770083586))",183975,,,,,83.0,83.0,2,,NV,6,,,115811,,,,,,,,,1,,H,,,,,N,,437.07808466,,,,,03/30/2018 10:20:54 AM +0000,03/18/2024 04:56:39 PM +0000,,,,13,13,100726,,,,,,,,,,,,CENTRAL PARK BOW BRIDGE PATH,,547.6596841287848,72469ca2-3078-4e78-b3a4-33c5d9d6e89d,,,CENTRAL PARK BOW BRIDGE PATH,CENTRAL PARK BOW BRIDGE PATH,1,1-central park bow bridge path,False
