normalized_street_name,Vol
3-rodney street,61.36217948717949
3-rugby road,30.21153846153846
3-russell street,37.78021978021978
3-ryder street,27.824074074074073
3-saratoga avenue,103.26139817629179
3-schermerhorn street,58.892857142857146
3-schroeders avenue,19.666666666666668
3-scott avenue,10.75301204819277
3-seaview avenue,23.361538461538462
3-seeley street,26.95754716981132
3-senator street,19.88653846153846
3-shell road,126.16029411764706
3-shore boulevard,54.6
3-shore parkway,116.35576923076923
3-smith street,73.9423076923077
3-south 9 street,43.370879120879124
3-stanhope street,26.285106382978725
3-stanley avenue,37.142857142857146
3-state street,40.379120879120876
3-stillwell avenue,72.21428571428571
3-stillwell avenue bridge,60.23076923076923
3-surf avenue,78.60791366906474
3-sutter avenue,76.64480347238968
3-terrace place,22.0
3-thames street,11.264705882352942
3-throop avenue,85.48461538461538
3-tillary street,186.38553113553112
3-tompkins avenue,105.91623036649214
3-underhill avenue,11.875
3-union avenue,109.42307692307692
3-union street bridge,52.66590909090909
3-van buren street,21.5625
3-van siclen avenue,49.52005347593583
3-wakeman place,25.27747252747253
3-washington avenue,99.92434662998625
3-west 1 street,29.41826923076923
3-west drive,11.107142857142858
4-103 avenue,130.03636363636363
4-105 street,16.67391304347826
4-107 avenue,52.17420435510888
4-108 street,72.04833836858006
4-109 avenue,24.56662087912088
4-11 street,88.39882943143813
4-111 avenue,40.5156507413509
4-111 street,68.32076446280992
4-116 avenue,16.428571428571427
4-126 street,9.596590909090908
4-130 street,35.64418604651163
4-131 street,5.833333333333333
4-14 avenue,121.73282442748092
4-149 place,144.1818181818182
4-149 street,42.232142857142854
4-150 street,192.55769230769232
4-155 street,31.557692307692307
4-160 street,34.69913151364764
4-161 avenue,3.0
4-168 street,43.45398773006135
4-169 street,22.211981566820278
4-171 street,16.876373626373628
4-184 street,23.906902086677366
4-188 street,125.47165775401069
4-189 street,3.911392405063291
4-19 avenue,19.399532710280372
4-193 street,6.389473684210526
4-21 street,90.19711538461539
4-218 place,9.031971580817052
4-221 street,54.92609699769053
4-223 street,44.177595628415304
4-23 avenue,51.94144144144144
4-29 street,36.45
4-3 avenue,12.934027777777779
4-30 avenue,18.89295039164491
4-31 avenue,27.512820512820515
4-32 avenue,65.60098522167488
4-33 street,125.19038461538462
4-34 avenue,40.227969348659
4-37 avenue,45.79120879120879
4-39 avenue,12.071111111111112
4-43 avenue,57.166666666666664
